time_from_start,gpfour0_arm_joint_1,gpfour0_arm_joint_2,gpfour0_arm_joint_3,gpfour0_arm_joint_4,gpfour0_arm_joint_5,gpfour0_arm_joint_6,gpfour0_arm_fts_tool,gpfour1_arm_joint_1,gpfour1_arm_joint_2,gpfour1_arm_joint_3,gpfour1_arm_joint_4,gpfour1_arm_joint_5,gpfour1_arm_joint_6,gpfour1_arm_fts_tool,
0,0,0.453786,-0.0523599,0,-1.02974,0,0,0.10472,1.01229,-0.15708,-0.191986,1.09956,-0.10472,0
0.194533,0,0.453786,-0.0523599,0,-0.855211,0,0,0.10472,1.01229,-0.15708,-0.191986,0.925025,-0.10472,0
0.369066,0,0.453786,-0.0523599,0,-0.680678,0,0,0.10472,1.01229,-0.15708,-0.191986,0.750492,-0.10472,0
0.543599,0,0.453786,-0.0523599,0,-0.506145,0,0,0.10472,1.01229,-0.15708,-0.191986,0.575959,-0.10472,0
0.738132,0,0.453786,-0.0523599,0,-0.331613,0,0,0.10472,1.01229,-0.15708,-0.191986,0.401426,-0.10472,0
0.952665,0,0.453786,-0.0523599,0.174533,-0.331613,0,0,0.10472,1.01229,-0.15708,-0.191986,0.226893,-0.10472,0
1.1672,0,0.453786,-0.0523599,0.174533,-0.15708,0,0,0.10472,1.01229,-0.15708,-0.191986,0.0523599,-0.10472,0
1.40173,0,0.453786,-0.0523599,0.349066,-0.15708,0,0,0.10472,1.01229,-0.15708,-0.191986,-0.122173,-0.10472,0
1.65626,0,0.279253,-0.0523599,0.349066,-0.15708,0,0,0.10472,1.01229,-0.15708,-0.0174533,-0.122173,-0.10472,0
1.9308,-0.174533,0.279253,-0.0523599,0.349066,-0.15708,0,0,0.10472,0.837758,-0.15708,-0.0174533,-0.122173,-0.10472,0
2.22092,-0.20944,0.244346,0,0.418879,0,0,0,0.10472,0.837758,-0.15708,0.15708,-0.122173,-0.10472,0
2.47545,-0.20944,0.244346,0,0.418879,0,0,0,0.10472,0.663225,-0.15708,0.15708,-0.122173,-0.10472,0
2.68999,-0.20944,0.244346,0,0.418879,0,0,0,0.10472,0.663225,-0.15708,0.15708,-0.296706,-0.10472,0
2.90452,-0.20944,0.244346,0,0.418879,0,0,0,0.10472,0.663225,-0.15708,0.331613,-0.296706,-0.10472,0
3.11905,-0.20944,0.244346,0,0.418879,0,0,0,0.10472,0.488692,-0.15708,0.331613,-0.296706,-0.10472,0
3.33359,-0.20944,0.244346,0,0.418879,0,0,0,0.10472,0.488692,-0.15708,0.331613,-0.471239,-0.10472,0
3.54812,-0.20944,0.244346,0,0.418879,0,0,0,0.10472,0.488692,-0.15708,0.506145,-0.471239,-0.10472,0
3.76265,-0.20944,0.244346,0,0.418879,0,0,0,0.10472,0.488692,-0.15708,0.506145,-0.645772,-0.10472,0
3.97718,-0.20944,0.244346,0,0.418879,0,0,0,0.10472,0.488692,-0.15708,0.680678,-0.645772,-0.10472,0
4.19172,-0.20944,0.244346,0,0.418879,0,0,0,0.10472,0.488692,-0.15708,0.680678,-0.820305,-0.10472,0
4.40625,-0.20944,0.244346,0,0.418879,0,0,0,0.10472,0.488692,-0.15708,0.855211,-0.820305,-0.10472,0
4.53352,-0.20944,0.244346,0,0.418879,0,0,0,0.0174533,0.488692,-0.15708,0.855211,-0.820305,-0.10472,0
4.72805,-0.20944,0.244346,0,0.418879,0,0,0,0.0174533,0.314159,-0.15708,0.855211,-0.820305,-0.10472,0
4.92258,-0.20944,0.244346,0,0.418879,0,0,0,0.0174533,0.139626,-0.15708,0.855211,-0.820305,-0.10472,0
5.13712,-0.20944,0.244346,0,0.418879,0,0,0,0.0174533,0.139626,0.0174533,0.855211,-0.820305,-0.10472,0
5.39165,-0.20944,0.244346,0,0.418879,0,0,0,0.0174533,-0.0349066,0.0174533,0.855211,-0.820305,-0.10472,0
5.61637,-0.20944,0.244346,0,0.418879,0,0,0,-0.0698132,-0.0698132,0.0698132,0.959931,-0.925025,-0.20944,0
