time_from_start,gpfour0_arm_joint_1,gpfour0_arm_joint_2,gpfour0_arm_joint_3,gpfour0_arm_joint_4,gpfour0_arm_joint_5,gpfour0_arm_joint_6,gpfour0_arm_fts_tool,gpfour1_arm_joint_1,gpfour1_arm_joint_2,gpfour1_arm_joint_3,gpfour1_arm_joint_4,gpfour1_arm_joint_5,gpfour1_arm_joint_6,gpfour1_arm_fts_tool,
0,0,-0.401426,0,0,-0.959931,0,0,0,0.436332,0,0,0.418879,0,0
0.194533,0,-0.401426,0,-0.174533,-0.959931,0,0,0,0.436332,0,0,0.418879,0.174533,0
0.369066,0,-0.401426,0,-0.349066,-0.959931,0,0,0,0.436332,0,0,0.418879,0.349066,0
0.543599,0,-0.401426,0,-0.523599,-0.959931,0,0,0,0.436332,0,0,0.418879,0.523599,0
0.758132,0,-0.401426,0,-0.698132,-0.959931,0,0,0,0.436332,0,0,0.418879,0.698132,0
1.01266,0,-0.401426,0,-0.698132,-0.959931,0.174533,0,0,0.436332,0,0.174533,0.418879,0.698132,0
1.2672,0,-0.401426,0,-0.872665,-0.959931,0.174533,0,0,0.436332,0,0.174533,0.418879,0.872665,0
1.52173,0,-0.226893,0,-0.872665,-0.959931,0.174533,0,0,0.436332,0,0.349066,0.418879,0.872665,0
1.77626,0,-0.226893,0,-0.872665,-0.959931,0.349066,0,0,0.436332,0,0.349066,0.418879,1.0472,0
2.0308,0,-0.226893,0,-1.0472,-0.959931,0.349066,0,0,0.436332,0,0.523599,0.418879,1.0472,0
2.28533,0,-0.0523599,0,-1.0472,-0.959931,0.349066,0,0,0.436332,0,0.523599,0.418879,1.22173,0
2.53986,0,-0.0523599,0,-1.0472,-0.959931,0.523599,0,0,0.436332,0,0.698132,0.418879,1.22173,0
2.7944,0,-0.0523599,0,-1.22173,-0.959931,0.523599,0,0,0.436332,0,0.698132,0.418879,1.39626,0
3.04893,-0.0872665,-0.0523599,0,-1.22173,-0.959931,0.523599,0,0,0.436332,0,0.872665,0.418879,1.39626,0
3.30346,-0.0872665,0.122173,0,-1.22173,-0.959931,0.523599,0,0,0.436332,0,0.872665,0.418879,1.5708,0
3.43073,-0.174533,0.122173,0,-1.22173,-0.959931,0.523599,0,0.0872665,0.436332,0,0.872665,0.418879,1.5708,0
3.56064,-0.261799,0.122173,0,-1.22173,-0.959931,0.523599,0,0.174533,0.436332,0,0.872665,0.418879,1.5708,0
3.81517,-0.261799,0.122173,0,-1.22173,-1.13446,0.523599,0,0.174533,0.436332,0,1.0472,0.418879,1.5708,0
4.0697,-0.349066,0.122173,0,-1.22173,-1.13446,0.523599,0,0.174533,0.436332,0,1.0472,0.418879,1.74533,0
4.32424,-0.349066,0.122173,0,-1.22173,-1.13446,0.698132,0,0.174533,0.436332,0,1.0472,0.244346,1.74533,0
4.57877,-0.349066,0.122173,0,-1.39626,-1.13446,0.698132,0,0.174533,0.436332,0,1.22173,0.244346,1.74533,0
4.73604,-0.436332,0.122173,0,-1.39626,-1.13446,0.698132,0,0.261799,0.436332,0,1.22173,0.244346,1.74533,0
4.97057,-0.436332,0.296706,0,-1.39626,-1.13446,0.698132,0,0.349066,0.436332,0,1.22173,0.244346,1.74533,0
5.10784,-0.523599,0.296706,0,-1.39626,-1.13446,0.698132,0,0.436332,0.436332,0,1.22173,0.244346,1.74533,0
5.34237,-0.698132,0.296706,0,-1.39626,-1.13446,0.698132,0,0.436332,0.436332,0,1.22173,0.244346,1.91986,0
5.5969,-0.698132,0.296706,0,-1.39626,-1.309,0.698132,0,0.436332,0.436332,0,1.22173,0.0698132,1.91986,0
5.85143,-0.872665,0.296706,0,-1.39626,-1.309,0.698132,0,0.436332,0.436332,0,1.39626,0.0698132,1.91986,0
6.14597,-0.872665,0.296706,0,-1.5708,-1.309,0.698132,0,0.436332,0.436332,0,1.39626,0.0698132,2.0944,0
6.52286,-0.977384,0.471239,0.20944,-1.62316,-1.41372,0.925025,0,0.436332,0.261799,0,1.39626,0.0698132,2.0944,0
6.78739,-0.977384,0.471239,0.20944,-1.62316,-1.41372,0.925025,0,0.610865,0.261799,0,1.39626,0.0698132,2.0944,0
7.00193,-0.977384,0.471239,0.20944,-1.62316,-1.41372,0.925025,0,0.610865,0.261799,0,1.39626,-0.10472,2.0944,0
7.21646,-0.977384,0.471239,0.20944,-1.62316,-1.41372,0.925025,0,0.610865,0.261799,0.174533,1.39626,-0.10472,2.0944,0
7.43099,-0.977384,0.471239,0.20944,-1.62316,-1.41372,0.925025,0,0.610865,0.261799,0.174533,1.5708,-0.10472,2.0944,0
7.64552,-0.977384,0.471239,0.20944,-1.62316,-1.41372,0.925025,0,0.785398,0.261799,0.174533,1.5708,-0.10472,2.0944,0
7.87006,-0.977384,0.471239,0.20944,-1.62316,-1.41372,0.925025,0,0.785398,0.0872665,0.174533,1.5708,-0.10472,2.0944,0
8.12459,-0.977384,0.471239,0.20944,-1.62316,-1.41372,0.925025,0,0.802851,0.122173,0.20944,1.58825,-0.20944,2.26893,0
