test_name,planner_name,num_agents,planning_time,plan_cost,num_hl_expanded,num_hl_generated,num_ll_expanded,num_ll_generated,hl_focal_weight,ll_focal_weight,wastar_weight,num_collision_checks,description,stamp
test23,EAECBS_L2_HEURISTIC,2,0.626747,8.32522,0,0,43,-1,1.3,1.3,55,12554,from left_push to random2,2024-10-30T00:35:56
test24,EAECBS_L2_HEURISTIC,2,0.501786,8.55211,0,0,40,-1,1.3,1.3,55,11746,from left_push to random3,2024-10-30T00:36:05
test25,EAECBS_L2_HEURISTIC,2,0.44273,8.90118,0,0,44,-1,1.3,1.3,55,12890,from left_push to random4,2024-10-30T00:36:14
test26,EAECBS_L2_HEURISTIC,2,1.01928,14.4688,0,0,81,-1,1.3,1.3,55,23541,from left_push to random5,2024-10-30T00:36:23
test27,EAECBS_L2_HEURISTIC,2,0.624685,12.1999,0,0,69,-1,1.3,1.3,55,20116,from left_push to random6,2024-10-30T00:36:32
test28,EAECBS_L2_HEURISTIC,2,1.15579,7.38274,1,2,86,-1,1.3,1.3,55,22695,from left_push to left_push_down,2024-10-30T00:36:41
test29,EAECBS_L2_HEURISTIC,2,0.572056,5.53269,0,0,33,-1,1.3,1.3,55,9689,from left_push to right_push_down,2024-10-30T00:36:50
test30,EAECBS_L2_HEURISTIC,2,0.983593,7.88889,0,0,40,-1,1.3,1.3,55,11666,from left_push to left_forward,2024-10-30T00:36:59
test31,EAECBS_L2_HEURISTIC,2,0.740397,8.02851,0,0,39,-1,1.3,1.3,55,11459,from left_push to right_forward,2024-10-30T00:37:08
test32,EAECBS_L2_HEURISTIC,2,0.162068,5.28835,0,0,28,-1,1.3,1.3,55,8456,from right_push to ready_pose,2024-10-30T00:37:17
test33,EAECBS_L2_HEURISTIC,2,0.344733,7.29548,1,2,51,-1,1.3,1.3,55,14358,from right_push to left_push,2024-10-30T00:37:25
test34,EAECBS_L2_HEURISTIC,2,0.344872,5.89921,1,2,54,-1,1.3,1.3,55,14445,from right_push to left_push_up,2024-10-30T00:37:33
test35,EAECBS_L2_HEURISTIC,2,0.0775919,2.82743,0,0,13,-1,1.3,1.3,55,3833,from right_push to right_push_up,2024-10-30T00:37:42
test36,EAECBS_L2_HEURISTIC,2,0.190626,5.49779,0,0,34,-1,1.3,1.3,55,10094,from right_push to left_rotated,2024-10-30T00:37:50
test37,EAECBS_L2_HEURISTIC,2,0.247711,7.26057,0,0,44,-1,1.3,1.3,55,12956,from right_push to right_rotated,2024-10-30T00:37:59
test38,EAECBS_L2_HEURISTIC,2,0.246329,6.68461,0,0,36,-1,1.3,1.3,55,10739,from right_push to random1,2024-10-30T00:38:08
test39,EAECBS_L2_HEURISTIC,2,0.154698,5.07891,0,0,25,-1,1.3,1.3,55,7406,from right_push to random2,2024-10-30T00:38:16
test40,EAECBS_L2_HEURISTIC,2,0.238468,7.64454,0,0,40,-1,1.3,1.3,55,11897,from right_push to random3,2024-10-30T00:38:24
test41,EAECBS_L2_HEURISTIC,2,0.203078,7.22566,0,0,34,-1,1.3,1.3,55,10193,from right_push to random4,2024-10-30T00:38:33
test42,EAECBS_L2_HEURISTIC,2,0.364947,11.7461,0,0,65,-1,1.3,1.3,55,19184,from right_push to random5,2024-10-30T00:38:41
test43,EAECBS_L2_HEURISTIC,2,0.445112,13.1074,0,0,77,-1,1.3,1.3,55,22460,from right_push to random6,2024-10-30T00:38:50
test44,EAECBS_L2_HEURISTIC,2,0.129966,3.89208,0,0,22,-1,1.3,1.3,55,6443,from right_push to left_push_down,2024-10-30T00:38:57
test45,EAECBS_L2_HEURISTIC,2,0.182217,5.91667,0,0,33,-1,1.3,1.3,55,9624,from right_push to right_push_down,2024-10-30T00:39:06
test46,EAECBS_L2_HEURISTIC,2,0.201245,6.28319,0,0,30,-1,1.3,1.3,55,8766,from right_push to left_forward,2024-10-30T00:39:15
test47,EAECBS_L2_HEURISTIC,2,0.761578,8.83137,1,2,66,-1,1.3,1.3,55,18755,from right_push to right_forward,2024-10-30T00:39:24
test48,EAECBS_L2_HEURISTIC,2,0.110914,3.40339,0,0,19,-1,1.3,1.3,55,5578,from left_push_up to ready_pose,2024-10-30T00:39:32
test49,EAECBS_L2_HEURISTIC,2,0.724633,3.94444,1,2,82,-1,1.3,1.3,55,21101,from left_push_up to left_push,2024-10-30T00:39:41
test50,EAECBS_L2_HEURISTIC,2,3.03022,5.93412,0,0,168,-1,1.3,1.3,55,31352,from left_push_up to right_push,2024-10-30T00:39:52
test51,EAECBS_L2_HEURISTIC,2,0.338077,4.46804,0,0,25,-1,1.3,1.3,55,7307,from left_push_up to right_push_up,2024-10-30T00:40:01
test52,EAECBS_L2_HEURISTIC,2,0.200251,5.53269,0,0,36,-1,1.3,1.3,55,10489,from left_push_up to left_rotated,2024-10-30T00:40:09
test53,EAECBS_L2_HEURISTIC,2,0.152443,3.49066,0,0,23,-1,1.3,1.3,55,6715,from left_push_up to right_rotated,2024-10-30T00:40:18
test54,EAECBS_L2_HEURISTIC,2,0.0963069,2.9147,0,0,13,-1,1.3,1.3,55,3842,from left_push_up to random1,2024-10-30T00:40:26
test55,EAECBS_L2_HEURISTIC,2,0.44997,5.70723,0,0,29,-1,1.3,1.3,55,8466,from left_push_up to random2,2024-10-30T00:40:35
test56,EAECBS_L2_HEURISTIC,2,1.07154,6.8766,1,2,211,-1,1.3,1.3,55,43673,from left_push_up to random3,2024-10-30T00:40:44
test57,EAECBS_L2_HEURISTIC,2,0.178453,6.353,0,0,30,-1,1.3,1.3,55,8759,from left_push_up to random4,2024-10-30T00:40:52
test58,EAECBS_L2_HEURISTIC,2,0.407591,11.7461,0,0,67,-1,1.3,1.3,55,19532,from left_push_up to random5,2024-10-30T00:41:01
test59,EAECBS_L2_HEURISTIC,2,0.526672,10.9432,0,0,61,-1,1.3,1.3,55,17737,from left_push_up to random6,2024-10-30T00:41:09
test60,EAECBS_L2_HEURISTIC,2,0.306445,5.77704,0,0,36,-1,1.3,1.3,55,10673,from left_push_up to left_push_down,2024-10-30T00:41:18
test61,EAECBS_L2_HEURISTIC,2,0.191022,4.97419,0,0,32,-1,1.3,1.3,55,9449,from left_push_up to right_push_down,2024-10-30T00:41:27
test62,EAECBS_L2_HEURISTIC,2,0.663364,8.27286,1,2,54,-1,1.3,1.3,55,15344,from left_push_up to left_forward,2024-10-30T00:41:36
test63,EAECBS_L2_HEURISTIC,2,0.193753,5.75959,0,0,27,-1,1.3,1.3,55,7895,from left_push_up to right_forward,2024-10-30T00:41:44
test64,EAECBS_L2_HEURISTIC,2,0.113532,3.40339,0,0,19,-1,1.3,1.3,55,5669,from right_push_up to ready_pose,2024-10-30T00:41:53
test65,EAECBS_L2_HEURISTIC,2,9.05972,9.0059,19,38,5651,-1,1.3,1.3,55,181640,from right_push_up to left_push,2024-10-30T00:42:10
test66,EAECBS_L2_HEURISTIC,2,0.0874548,2.82743,0,0,11,-1,1.3,1.3,55,3263,from right_push_up to right_push,2024-10-30T00:42:18
test67,EAECBS_L2_HEURISTIC,2,0.388789,4.43314,1,2,33,-1,1.3,1.3,55,8817,from right_push_up to left_push_up,2024-10-30T00:42:27
test68,EAECBS_L2_HEURISTIC,2,0.156841,3.61283,0,0,23,-1,1.3,1.3,55,6728,from right_push_up to left_rotated,2024-10-30T00:42:35
test69,EAECBS_L2_HEURISTIC,2,0.191567,5.41052,0,0,34,-1,1.3,1.3,55,9929,from right_push_up to right_rotated,2024-10-30T00:42:44
test70,EAECBS_L2_HEURISTIC,2,0.416894,6.05629,0,0,33,-1,1.3,1.3,55,9715,from right_push_up to random1,2024-10-30T00:42:53
test71,EAECBS_L2_HEURISTIC,2,0.0977292,2.9147,0,0,13,-1,1.3,1.3,55,3854,from right_push_up to random2,2024-10-30T00:43:01
test72,EAECBS_L2_HEURISTIC,2,0.180615,6.353,0,0,30,-1,1.3,1.3,55,8837,from right_push_up to random3,2024-10-30T00:43:09
test73,EAECBS_L2_HEURISTIC,2,0.225436,6.8766,0,0,34,-1,1.3,1.3,55,10107,from right_push_up to random4,2024-10-30T00:43:18
test74,EAECBS_L2_HEURISTIC,2,0.544681,10.9432,0,0,65,-1,1.3,1.3,55,18979,from right_push_up to random5,2024-10-30T00:43:27
test75,EAECBS_L2_HEURISTIC,2,0.405146,11.7461,0,0,67,-1,1.3,1.3,55,19467,from right_push_up to random6,2024-10-30T00:43:36
test76,EAECBS_L2_HEURISTIC,2,0.194753,4.97419,0,0,32,-1,1.3,1.3,55,9345,from right_push_up to left_push_down,2024-10-30T00:43:44
test77,EAECBS_L2_HEURISTIC,2,0.306637,5.77704,0,0,35,-1,1.3,1.3,55,10231,from right_push_up to right_push_down,2024-10-30T00:43:53
test78,EAECBS_L2_HEURISTIC,2,0.192474,5.75959,0,0,27,-1,1.3,1.3,55,7907,from right_push_up to left_forward,2024-10-30T00:44:02
test79,EAECBS_L2_HEURISTIC,2,0.668907,8.27286,1,2,63,-1,1.3,1.3,55,18048,from right_push_up to right_forward,2024-10-30T00:44:11
test80,EAECBS_L2_HEURISTIC,2,0.127026,3.76991,0,0,23,-1,1.3,1.3,55,6869,from left_rotated to ready_pose,2024-10-30T00:44:19
test81,EAECBS_L2_HEURISTIC,2,0.317807,8.67429,0,0,54,-1,1.3,1.3,55,15728,from left_rotated to left_push,2024-10-30T00:44:28
test82,EAECBS_L2_HEURISTIC,2,0.202143,5.5676,0,0,36,-1,1.3,1.3,55,10706,from left_rotated to right_push,2024-10-30T00:44:37
test83,EAECBS_L2_HEURISTIC,2,0.203891,5.53269,0,0,35,-1,1.3,1.3,55,10210,from left_rotated to left_push_up,2024-10-30T00:44:45
test84,EAECBS_L2_HEURISTIC,2,0.221505,3.61283,0,0,25,-1,1.3,1.3,55,7340,from left_rotated to right_push_up,2024-10-30T00:44:54
test85,EAECBS_L2_HEURISTIC,2,0.472429,6.51008,0,0,51,-1,1.3,1.3,55,14862,from left_rotated to right_rotated,2024-10-30T00:45:02
test86,EAECBS_L2_HEURISTIC,2,0.323205,6.353,0,0,37,-1,1.3,1.3,55,10811,from left_rotated to random1,2024-10-30T00:45:11
test87,EAECBS_L2_HEURISTIC,2,0.610409,4.2237,1,2,109,-1,1.3,1.3,55,27135,from left_rotated to random2,2024-10-30T00:45:20
test88,EAECBS_L2_HEURISTIC,2,0.221795,7.03368,0,0,39,-1,1.3,1.3,55,11492,from left_rotated to random3,2024-10-30T00:45:29
test89,EAECBS_L2_HEURISTIC,2,0.278763,7.1384,0,0,42,-1,1.3,1.3,55,12410,from left_rotated to random4,2024-10-30T00:45:37
test90,EAECBS_L2_HEURISTIC,2,0.589921,11.4843,0,0,74,-1,1.3,1.3,55,21509,from left_rotated to random5,2024-10-30T00:45:46
test91,EAECBS_L2_HEURISTIC,2,0.170462,10.1578,0,0,31,-1,1.3,1.3,55,9164,from left_rotated to random6,2024-10-30T00:45:55
test92,EAECBS_L2_HEURISTIC,2,0.127876,4.60767,0,0,24,-1,1.3,1.3,55,7001,from left_rotated to left_push_down,2024-10-30T00:46:03
test93,EAECBS_L2_HEURISTIC,2,0.367443,7.74926,0,0,59,-1,1.3,1.3,55,17179,from left_rotated to right_push_down,2024-10-30T00:46:12
test94,EAECBS_L2_HEURISTIC,2,0.232026,7.1733,0,0,37,-1,1.3,1.3,55,10934,from left_rotated to left_forward,2024-10-30T00:46:20
test95,EAECBS_L2_HEURISTIC,2,0.357815,9.37242,0,0,62,-1,1.3,1.3,55,18058,from left_rotated to right_forward,2024-10-30T00:46:29
test96,EAECBS_L2_HEURISTIC,2,0.133847,3.89208,0,0,25,-1,1.3,1.3,55,7344,from right_rotated to ready_pose,2024-10-30T00:46:38
test97,EAECBS_L2_HEURISTIC,2,5.8196,6.10865,1,2,1372,-1,1.3,1.3,55,122367,from right_rotated to left_push,2024-10-30T00:46:52
test98,EAECBS_L2_HEURISTIC,2,0.255251,7.22566,0,0,45,-1,1.3,1.3,55,13295,from right_rotated to right_push,2024-10-30T00:47:01
test99,EAECBS_L2_HEURISTIC,2,0.217809,3.49066,0,0,25,-1,1.3,1.3,55,7301,from right_rotated to left_push_up,2024-10-30T00:47:09
test100,EAECBS_L2_HEURISTIC,2,0.215404,5.41052,0,0,36,-1,1.3,1.3,55,10574,from right_rotated to right_push_up,2024-10-30T00:47:17
test101,EAECBS_L2_HEURISTIC,2,0.444206,6.51008,0,0,50,-1,1.3,1.3,55,14557,from right_rotated to left_rotated,2024-10-30T00:47:26
test102,EAECBS_L2_HEURISTIC,2,0.256475,4.10152,1,2,34,-1,1.3,1.3,55,9252,from right_rotated to random1,2024-10-30T00:47:35
test103,EAECBS_L2_HEURISTIC,2,0.267418,6.23083,0,0,33,-1,1.3,1.3,55,9776,from right_rotated to random2,2024-10-30T00:47:43
test104,EAECBS_L2_HEURISTIC,2,0.255322,7.01622,0,0,40,-1,1.3,1.3,55,11702,from right_rotated to random3,2024-10-30T00:47:52
test105,EAECBS_L2_HEURISTIC,2,0.219379,7.15585,0,0,38,-1,1.3,1.3,55,11089,from right_rotated to random4,2024-10-30T00:48:00
test106,EAECBS_L2_HEURISTIC,2,0.163676,10.0356,0,0,30,-1,1.3,1.3,55,8897,from right_rotated to random5,2024-10-30T00:48:09
test107,EAECBS_L2_HEURISTIC,2,0.609809,11.6064,0,0,74,-1,1.3,1.3,55,21483,from right_rotated to random6,2024-10-30T00:48:18
test108,EAECBS_L2_HEURISTIC,2,0.366412,7.62709,0,0,58,-1,1.3,1.3,55,17042,from right_rotated to left_push_down,2024-10-30T00:48:27
test109,EAECBS_L2_HEURISTIC,2,0.123623,4.4855,0,0,23,-1,1.3,1.3,55,6715,from right_rotated to right_push_down,2024-10-30T00:48:35
test110,EAECBS_L2_HEURISTIC,2,0.355703,9.25025,0,0,60,-1,1.3,1.3,55,17708,from right_rotated to left_forward,2024-10-30T00:48:44
test111,EAECBS_L2_HEURISTIC,2,0.214378,7.05113,0,0,35,-1,1.3,1.3,55,10246,from right_rotated to right_forward,2024-10-30T00:48:52
test112,EAECBS_L2_HEURISTIC,2,0.135028,4.43314,0,0,20,-1,1.3,1.3,55,5886,from random1 to ready_pose,2024-10-30T00:49:00
test113,EAECBS_L2_HEURISTIC,2,2.62004,6.44026,3,6,273,-1,1.3,1.3,55,49296,from random1 to left_push,2024-10-30T00:49:11
test114,EAECBS_L2_HEURISTIC,2,2.53134,7.1733,0,0,111,-1,1.3,1.3,55,22461,from random1 to right_push,2024-10-30T00:49:22
test115,EAECBS_L2_HEURISTIC,2,0.353551,2.9147,0,0,13,-1,1.3,1.3,55,3842,from random1 to left_push_up,2024-10-30T00:49:31
test116,EAECBS_L2_HEURISTIC,2,0.417055,5.39307,0,0,25,-1,1.3,1.3,55,7349,from random1 to right_push_up,2024-10-30T00:49:40
test117,EAECBS_L2_HEURISTIC,2,0.314936,6.353,0,0,36,-1,1.3,1.3,55,10518,from random1 to left_rotated,2024-10-30T00:49:48
test118,EAECBS_L2_HEURISTIC,2,0.150898,4.10152,0,0,21,-1,1.3,1.3,55,6257,from random1 to right_rotated,2024-10-30T00:49:57
test119,EAECBS_L2_HEURISTIC,2,0.348278,5.09636,0,0,24,-1,1.3,1.3,55,7001,from random1 to random2,2024-10-30T00:50:06
test120,EAECBS_L2_HEURISTIC,2,1.09689,6.30064,1,2,96,-1,1.3,1.3,55,23153,from random1 to random3,2024-10-30T00:50:15
test121,EAECBS_L2_HEURISTIC,2,0.243325,6.89405,0,0,29,-1,1.3,1.3,55,8651,from random1 to random4,2024-10-30T00:50:23
test122,EAECBS_L2_HEURISTIC,2,0.581058,10.6116,0,0,58,-1,1.3,1.3,55,16844,from random1 to random5,2024-10-30T00:50:32
test123,EAECBS_L2_HEURISTIC,2,0.738133,10.7861,0,0,60,-1,1.3,1.3,55,17498,from random1 to random6,2024-10-30T00:50:41
